,movie,year,imdb,metascore,votes
596,Master and Commander: The Far Side of the World,(2003),7.4,81,191159
597,American Wedding,(2003),6.3,43,184706
598,The League of Extraordinary Gentlemen,(2003),5.8,30,158902
599,Once Upon a Time in Mexico,(2003),6.4,56,146729
600,Final Destination 2,(2003),6.2,38,142271
601,Johnny English,(2003),6.2,51,139105
602,Cold Mountain,(2003),7.2,73,133270
603,S.W.A.T.,(2003),6.0,45,132494
604,Good Bye Lenin!,(2003),7.7,68,130307
605,Scary Movie 3,(2003),5.5,49,129533
606,Dogville,(2003),8.0,60,127998
607,Bad Santa,(2003),7.0,70,127837
608,Monster,(2003),7.3,74,126202
609,The Recruit,(2003),6.6,56,124894
610,The Texas Chainsaw Massacre,(2003),6.2,38,124207
611,Lara Croft Tomb Raider: The Cradle of Life,(2003),5.5,43,123377
612,Matchstick Men,(2003),7.3,61,118781
613,Freaky Friday,(2003),6.1,70,116706
614,Charlie's Angels: Full Throttle,(2003),4.9,48,114051
615,The Lord of the Rings: The Return of the King,(2003),8.9,94,1518501
616,Pirates of the Caribbean: The Curse of the Black Pearl,(2003),8.0,63,973297
617,Kill Bill: Vol. 1,(2003),8.1,69,923484
618,Finding Nemo,(2003),8.1,90,881756
619,X2,(2003),7.4,68,487333
620,The Matrix Reloaded,(2003),7.2,62,485232
621,Oldeuboi,(2003),8.4,77,467021
622,The Matrix Revolutions,(2003),6.7,47,421281
623,Big Fish,(2003),8.0,58,393412
624,Mystic River,(2003),7.9,84,392966
625,Love Actually,(2003),7.6,55,389406
626,Lost in Translation,(2003),7.7,89,378759
627,The Last Samurai,(2003),7.7,55,374445
628,Terminator 3: Rise of the Machines,(2003),6.3,66,354364
629,Bruce Almighty,(2003),6.7,46,350177
630,The Italian Job,(2003),7.0,68,325498
631,The School of Rock,(2003),7.1,82,248542
632,Hulk,(2003),5.6,54,241808
633,Underworld,(2003),7.0,42,241678
634,2 Fast 2 Furious,(2003),5.9,38,235422
635,21 Grams,(2003),7.7,70,214456
636,Identity,(2003),7.3,64,212040
637,Bad Boys II,(2003),6.6,38,209063
638,Old School,(2003),7.1,54,205418
639,Daredevil,(2003),5.3,42,199130
640,How to Lose a Guy in 10 Days,(2003),6.4,45,193900
641,Anger Management,(2003),6.2,52,193526
642,Elf,(2003),6.9,64,193488
643,Master and Commander: The Far Side of the World,(2003),7.4,81,191159
644,American Wedding,(2003),6.3,43,184706
645,The League of Extraordinary Gentlemen,(2003),5.8,30,158902
646,Once Upon a Time in Mexico,(2003),6.4,56,146729
647,Final Destination 2,(2003),6.2,38,142271
648,Johnny English,(2003),6.2,51,139105
649,Cold Mountain,(2003),7.2,73,133270
650,S.W.A.T.,(2003),6.0,45,132494
651,Good Bye Lenin!,(2003),7.7,68,130307
652,Scary Movie 3,(2003),5.5,49,129533
653,Dogville,(2003),8.0,60,127998
654,Bad Santa,(2003),7.0,70,127837
655,Monster,(2003),7.3,74,126202
656,The Recruit,(2003),6.6,56,124894
657,The Texas Chainsaw Massacre,(2003),6.2,38,124207
658,Lara Croft Tomb Raider: The Cradle of Life,(2003),5.5,43,123377
659,Matchstick Men,(2003),7.3,61,118781
660,Freaky Friday,(2003),6.1,70,116706
661,Charlie's Angels: Full Throttle,(2003),4.9,48,114051
662,The Lord of the Rings: The Return of the King,(2003),8.9,94,1518501
663,Pirates of the Caribbean: The Curse of the Black Pearl,(2003),8.0,63,973297
664,Kill Bill: Vol. 1,(2003),8.1,69,923484
665,Finding Nemo,(2003),8.1,90,881756
666,X2,(2003),7.4,68,487333
667,The Matrix Reloaded,(2003),7.2,62,485232
668,Oldeuboi,(2003),8.4,77,467021
669,The Matrix Revolutions,(2003),6.7,47,421281
670,Big Fish,(2003),8.0,58,393412
671,Mystic River,(2003),7.9,84,392966
672,Love Actually,(2003),7.6,55,389406
673,Lost in Translation,(2003),7.7,89,378759
674,The Last Samurai,(2003),7.7,55,374445
675,Terminator 3: Rise of the Machines,(2003),6.3,66,354364
676,Bruce Almighty,(2003),6.7,46,350177
677,The Italian Job,(2003),7.0,68,325498
678,The School of Rock,(2003),7.1,82,248542
679,Hulk,(2003),5.6,54,241808
680,Underworld,(2003),7.0,42,241678
681,2 Fast 2 Furious,(2003),5.9,38,235422
682,21 Grams,(2003),7.7,70,214456
683,Identity,(2003),7.3,64,212040
684,Bad Boys II,(2003),6.6,38,209063
685,Old School,(2003),7.1,54,205418
686,Daredevil,(2003),5.3,42,199130
687,How to Lose a Guy in 10 Days,(2003),6.4,45,193900
688,Anger Management,(2003),6.2,52,193526
689,Elf,(2003),6.9,64,193488
690,Master and Commander: The Far Side of the World,(2003),7.4,81,191159
691,American Wedding,(2003),6.3,43,184706
692,The League of Extraordinary Gentlemen,(2003),5.8,30,158902
693,Once Upon a Time in Mexico,(2003),6.4,56,146729
694,Final Destination 2,(2003),6.2,38,142271
695,Johnny English,(2003),6.2,51,139105
696,Cold Mountain,(2003),7.2,73,133270
697,S.W.A.T.,(2003),6.0,45,132494
698,Good Bye Lenin!,(2003),7.7,68,130307
699,Scary Movie 3,(2003),5.5,49,129533
700,Dogville,(2003),8.0,60,127998
701,Bad Santa,(2003),7.0,70,127837
702,Monster,(2003),7.3,74,126202
703,The Recruit,(2003),6.6,56,124894
704,The Texas Chainsaw Massacre,(2003),6.2,38,124207
705,Lara Croft Tomb Raider: The Cradle of Life,(2003),5.5,43,123377
706,Matchstick Men,(2003),7.3,61,118781
707,Freaky Friday,(2003),6.1,70,116706
708,Charlie's Angels: Full Throttle,(2003),4.9,48,114051
709,The Lord of the Rings: The Return of the King,(2003),8.9,94,1518501
710,Pirates of the Caribbean: The Curse of the Black Pearl,(2003),8.0,63,973297
711,Kill Bill: Vol. 1,(2003),8.1,69,923484
712,Finding Nemo,(2003),8.1,90,881756
713,X2,(2003),7.4,68,487333
714,The Matrix Reloaded,(2003),7.2,62,485232
715,Oldeuboi,(2003),8.4,77,467021
716,The Matrix Revolutions,(2003),6.7,47,421281
717,Big Fish,(2003),8.0,58,393412
718,Mystic River,(2003),7.9,84,392966
719,Love Actually,(2003),7.6,55,389406
720,Lost in Translation,(2003),7.7,89,378759
721,The Last Samurai,(2003),7.7,55,374445
722,Terminator 3: Rise of the Machines,(2003),6.3,66,354364
723,Bruce Almighty,(2003),6.7,46,350177
724,The Italian Job,(2003),7.0,68,325498
725,The School of Rock,(2003),7.1,82,248542
726,Hulk,(2003),5.6,54,241808
727,Underworld,(2003),7.0,42,241678
728,2 Fast 2 Furious,(2003),5.9,38,235422
729,21 Grams,(2003),7.7,70,214456
730,Identity,(2003),7.3,64,212040
731,Bad Boys II,(2003),6.6,38,209063
732,Old School,(2003),7.1,54,205418
733,Daredevil,(2003),5.3,42,199130
734,How to Lose a Guy in 10 Days,(2003),6.4,45,193900
735,Anger Management,(2003),6.2,52,193526
736,Elf,(2003),6.9,64,193488
737,Master and Commander: The Far Side of the World,(2003),7.4,81,191159
738,American Wedding,(2003),6.3,43,184706
739,The League of Extraordinary Gentlemen,(2003),5.8,30,158902
740,Once Upon a Time in Mexico,(2003),6.4,56,146729
741,Final Destination 2,(2003),6.2,38,142271
742,Johnny English,(2003),6.2,51,139105
743,Cold Mountain,(2003),7.2,73,133270
744,S.W.A.T.,(2003),6.0,45,132494
745,Good Bye Lenin!,(2003),7.7,68,130307
746,Scary Movie 3,(2003),5.5,49,129533
747,Dogville,(2003),8.0,60,127998
748,Bad Santa,(2003),7.0,70,127837
749,Monster,(2003),7.3,74,126202
750,The Recruit,(2003),6.6,56,124894
751,The Texas Chainsaw Massacre,(2003),6.2,38,124207
752,Lara Croft Tomb Raider: The Cradle of Life,(2003),5.5,43,123377
753,Matchstick Men,(2003),7.3,61,118781
754,Freaky Friday,(2003),6.1,70,116706
755,Charlie's Angels: Full Throttle,(2003),4.9,48,114051
756,Eternal Sunshine of the Spotless Mind,(2004),8.3,89,837254
757,Kill Bill: Vol. 2,(2004),8.0,83,629512
758,The Incredibles,(2004),8.0,90,613237
759,Million Dollar Baby,(2004),8.1,86,593369
760,Spider-Man 2,(2004),7.3,83,508576
761,Harry Potter and the Prisoner of Azkaban,(2004),7.9,82,498183
762,The Notebook,(2004),7.8,53,482613
763,Shaun of the Dead,(2004),7.9,76,476235
764,"I, Robot",(2004),7.1,59,470096
765,Troy,(2004),7.2,56,458092
766,The Butterfly Effect,(2004),7.6,30,426148
767,The Bourne Supremacy,(2004),7.7,73,411401
768,Crash,(I) (2004),7.8,69,403295
769,The Day After Tomorrow,(2004),6.4,47,391188
770,Shrek 2,(2004),7.2,75,388644
771,The Terminal,(2004),7.3,55,371410
772,Saw,(2004),7.6,46,356187
773,Collateral,(2004),7.5,71,338702
774,Ocean's Twelve,(2004),6.5,58,335401
775,The Machinist,(2004),7.7,61,333209
776,Hotel Rwanda,(2004),8.1,79,316564
777,Anchorman: The Legend of Ron Burgundy,(2004),7.2,63,311968
778,The Aviator,(2004),7.5,77,311838
779,Man on Fire,(2004),7.7,47,311204
780,Der Untergang,(2004),8.2,82,309771
781,50 First Dates,(2004),6.8,48,307706
782,Mean Girls,(2004),7.0,66,306650
783,Hellboy,(2004),6.8,72,293427
784,Hauru no ugoku shiro,(2004),8.2,80,288343
785,National Treasure,(2004),6.8,39,287834
786,Meet the Fockers,(2004),6.3,41,240304
787,Van Helsing,(2004),6.1,35,231820
788,The Village,(2004),6.5,44,230088
789,Dawn of the Dead,(2004),7.3,59,222526
790,Dodgeball: A True Underdog Story,(2004),6.7,55,216333
791,Before Sunset,(2004),8.0,90,212083
792,The Chronicles of Riddick,(2004),6.7,38,205767
793,The Passion of the Christ,(2004),7.1,47,202826
794,Garden State,(2004),7.4,67,202078
795,Closer,(I) (2004),7.2,65,192283
796,The Girl Next Door,(2004),6.7,47,192206
797,Finding Neverland,(2004),7.7,67,191926
798,Napoleon Dynamite,(2004),6.9,64,186586
799,A Series of Unfortunate Events,(2004),6.8,62,186431
800,EuroTrip,(2004),6.6,45,184361
801,Resident Evil: Apocalypse,(2004),6.2,35,177033
802,AVP: Alien vs. Predator,(2004),5.6,29,175475
803,Harold & Kumar Go to White Castle,(2004),7.1,64,173535
804,Eternal Sunshine of the Spotless Mind,(2004),8.3,89,837254
805,Kill Bill: Vol. 2,(2004),8.0,83,629512
806,The Incredibles,(2004),8.0,90,613237
807,Million Dollar Baby,(2004),8.1,86,593369
808,Spider-Man 2,(2004),7.3,83,508576
809,Harry Potter and the Prisoner of Azkaban,(2004),7.9,82,498183
810,The Notebook,(2004),7.8,53,482613
811,Shaun of the Dead,(2004),7.9,76,476235
812,"I, Robot",(2004),7.1,59,470096
813,Troy,(2004),7.2,56,458092
814,The Butterfly Effect,(2004),7.6,30,426148
815,The Bourne Supremacy,(2004),7.7,73,411401
816,Crash,(I) (2004),7.8,69,403295
817,The Day After Tomorrow,(2004),6.4,47,391188
818,Shrek 2,(2004),7.2,75,388644
819,The Terminal,(2004),7.3,55,371410
820,Saw,(2004),7.6,46,356187
821,Collateral,(2004),7.5,71,338702
822,Ocean's Twelve,(2004),6.5,58,335401
823,The Machinist,(2004),7.7,61,333209
824,Hotel Rwanda,(2004),8.1,79,316564
825,Anchorman: The Legend of Ron Burgundy,(2004),7.2,63,311968
826,The Aviator,(2004),7.5,77,311838
827,Man on Fire,(2004),7.7,47,311204
828,Der Untergang,(2004),8.2,82,309771
829,50 First Dates,(2004),6.8,48,307706
830,Mean Girls,(2004),7.0,66,306650
831,Hellboy,(2004),6.8,72,293427
832,Hauru no ugoku shiro,(2004),8.2,80,288343
833,National Treasure,(2004),6.8,39,287834
834,Meet the Fockers,(2004),6.3,41,240304
835,Van Helsing,(2004),6.1,35,231820
836,The Village,(2004),6.5,44,230088
837,Dawn of the Dead,(2004),7.3,59,222526
838,Dodgeball: A True Underdog Story,(2004),6.7,55,216333
839,Before Sunset,(2004),8.0,90,212083
840,The Chronicles of Riddick,(2004),6.7,38,205767
841,The Passion of the Christ,(2004),7.1,47,202826
842,Garden State,(2004),7.4,67,202078
843,Closer,(I) (2004),7.2,65,192283
844,The Girl Next Door,(2004),6.7,47,192206
845,Finding Neverland,(2004),7.7,67,191926
846,Napoleon Dynamite,(2004),6.9,64,186586
847,A Series of Unfortunate Events,(2004),6.8,62,186431
848,EuroTrip,(2004),6.6,45,184361
849,Resident Evil: Apocalypse,(2004),6.2,35,177033
850,AVP: Alien vs. Predator,(2004),5.6,29,175475
851,Harold & Kumar Go to White Castle,(2004),7.1,64,173535
852,Eternal Sunshine of the Spotless Mind,(2004),8.3,89,837254
853,Kill Bill: Vol. 2,(2004),8.0,83,629512
854,The Incredibles,(2004),8.0,90,613237
855,Million Dollar Baby,(2004),8.1,86,593369
856,Spider-Man 2,(2004),7.3,83,508576
857,Harry Potter and the Prisoner of Azkaban,(2004),7.9,82,498183
858,The Notebook,(2004),7.8,53,482613
859,Shaun of the Dead,(2004),7.9,76,476235
860,"I, Robot",(2004),7.1,59,470096
861,Troy,(2004),7.2,56,458092
862,The Butterfly Effect,(2004),7.6,30,426148
863,The Bourne Supremacy,(2004),7.7,73,411401
864,Crash,(I) (2004),7.8,69,403295
865,The Day After Tomorrow,(2004),6.4,47,391188
866,Shrek 2,(2004),7.2,75,388644
867,The Terminal,(2004),7.3,55,371410
868,Saw,(2004),7.6,46,356187
869,Collateral,(2004),7.5,71,338702
870,Ocean's Twelve,(2004),6.5,58,335401
871,The Machinist,(2004),7.7,61,333209
872,Hotel Rwanda,(2004),8.1,79,316564
873,Anchorman: The Legend of Ron Burgundy,(2004),7.2,63,311968
874,The Aviator,(2004),7.5,77,311838
875,Man on Fire,(2004),7.7,47,311204
876,Der Untergang,(2004),8.2,82,309771
877,50 First Dates,(2004),6.8,48,307706
878,Mean Girls,(2004),7.0,66,306650
879,Hellboy,(2004),6.8,72,293427
880,Hauru no ugoku shiro,(2004),8.2,80,288343
881,National Treasure,(2004),6.8,39,287834
882,Meet the Fockers,(2004),6.3,41,240304
883,Van Helsing,(2004),6.1,35,231820
884,The Village,(2004),6.5,44,230088
885,Dawn of the Dead,(2004),7.3,59,222526
886,Dodgeball: A True Underdog Story,(2004),6.7,55,216333
887,Before Sunset,(2004),8.0,90,212083
888,The Chronicles of Riddick,(2004),6.7,38,205767
889,The Passion of the Christ,(2004),7.1,47,202826
890,Garden State,(2004),7.4,67,202078
891,Closer,(I) (2004),7.2,65,192283
892,The Girl Next Door,(2004),6.7,47,192206
893,Finding Neverland,(2004),7.7,67,191926
894,Napoleon Dynamite,(2004),6.9,64,186586
895,A Series of Unfortunate Events,(2004),6.8,62,186431
896,EuroTrip,(2004),6.6,45,184361
897,Resident Evil: Apocalypse,(2004),6.2,35,177033
898,AVP: Alien vs. Predator,(2004),5.6,29,175475
899,Harold & Kumar Go to White Castle,(2004),7.1,64,173535
900,Eternal Sunshine of the Spotless Mind,(2004),8.3,89,837254
901,Kill Bill: Vol. 2,(2004),8.0,83,629512
902,The Incredibles,(2004),8.0,90,613237
903,Million Dollar Baby,(2004),8.1,86,593369
904,Spider-Man 2,(2004),7.3,83,508576
905,Harry Potter and the Prisoner of Azkaban,(2004),7.9,82,498183
906,The Notebook,(2004),7.8,53,482613
907,Shaun of the Dead,(2004),7.9,76,476235
908,"I, Robot",(2004),7.1,59,470096
909,Troy,(2004),7.2,56,458092
910,The Butterfly Effect,(2004),7.6,30,426148
911,The Bourne Supremacy,(2004),7.7,73,411401
912,Crash,(I) (2004),7.8,69,403295
913,The Day After Tomorrow,(2004),6.4,47,391188
914,Shrek 2,(2004),7.2,75,388644
915,The Terminal,(2004),7.3,55,371410
916,Saw,(2004),7.6,46,356187
917,Collateral,(2004),7.5,71,338702
918,Ocean's Twelve,(2004),6.5,58,335401
919,The Machinist,(2004),7.7,61,333209
920,Hotel Rwanda,(2004),8.1,79,316564
921,Anchorman: The Legend of Ron Burgundy,(2004),7.2,63,311968
922,The Aviator,(2004),7.5,77,311838
923,Man on Fire,(2004),7.7,47,311204
924,Der Untergang,(2004),8.2,82,309771
925,50 First Dates,(2004),6.8,48,307706
926,Mean Girls,(2004),7.0,66,306650
927,Hellboy,(2004),6.8,72,293427
928,Hauru no ugoku shiro,(2004),8.2,80,288343
929,National Treasure,(2004),6.8,39,287834
930,Meet the Fockers,(2004),6.3,41,240304
931,Van Helsing,(2004),6.1,35,231820
932,The Village,(2004),6.5,44,230088
933,Dawn of the Dead,(2004),7.3,59,222526
934,Dodgeball: A True Underdog Story,(2004),6.7,55,216333
935,Before Sunset,(2004),8.0,90,212083
936,The Chronicles of Riddick,(2004),6.7,38,205767
937,The Passion of the Christ,(2004),7.1,47,202826
938,Garden State,(2004),7.4,67,202078
939,Closer,(I) (2004),7.2,65,192283
940,The Girl Next Door,(2004),6.7,47,192206
941,Finding Neverland,(2004),7.7,67,191926
942,Napoleon Dynamite,(2004),6.9,64,186586
943,A Series of Unfortunate Events,(2004),6.8,62,186431
944,EuroTrip,(2004),6.6,45,184361
945,Resident Evil: Apocalypse,(2004),6.2,35,177033
946,AVP: Alien vs. Predator,(2004),5.6,29,175475
947,Harold & Kumar Go to White Castle,(2004),7.1,64,173535
948,Batman Begins,(2005),8.2,70,1211988
949,V for Vendetta,(2005),8.2,62,963538
950,Sin City,(2005),8.0,74,719406
951,Star Wars: Episode III - Revenge of the Sith,(2005),7.5,68,649573
952,Harry Potter and the Goblet of Fire,(2005),7.7,81,497079
953,Mr. & Mrs. Smith,(2005),6.5,55,422662
954,Charlie and the Chocolate Factory,(2005),6.6,72,395053
955,War of the Worlds,(2005),6.5,73,391982
956,King Kong,(2005),7.2,81,371191
957,The 40 Year Old Virgin,(2005),7.1,73,369616
958,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",(2005),6.9,75,343981
959,Madagascar,(2005),6.9,57,338211
960,Wedding Crashers,(2005),6.9,64,317304
961,Brokeback Mountain,(2005),7.7,87,303284
962,Fantastic Four,(I) (2005),5.7,40,299708
963,The Island,(2005),6.8,50,289929
964,Constantine,(2005),7.0,50,283461
965,Hitch,(I) (2005),6.6,58,280790
966,Lord of War,(2005),7.6,62,280328
967,Serenity,(2005),7.8,74,272506
968,Kingdom of Heaven,(2005),7.2,63,252785
969,Pride & Prejudice,(2005),7.8,82,233745
970,Corpse Bride,(2005),7.3,83,226113
971,Saw II,(2005),6.6,40,220058
972,Walk the Line,(2005),7.8,72,215500
973,A History of Violence,(2005),7.4,81,212831
974,Thank You for Smoking,(2005),7.6,71,207047
975,Kiss Kiss Bang Bang,(2005),7.5,72,204342
976,Munich,(2005),7.5,74,200432
977,Match Point,(2005),7.6,72,193466
978,The Descent,(2005),7.2,71,187143
979,Transporter 2,(2005),6.3,56,181903
980,The Hitchhiker's Guide to the Galaxy,(2005),6.7,63,178963
981,Cinderella Man,(2005),8.0,69,167838
982,Jarhead,(2005),7.0,58,163374
983,Hostel,(2005),5.9,55,160684
984,The Longest Yard,(2005),6.4,48,152334
985,Hard Candy,(2005),7.1,58,147950
986,Flightplan,(2005),6.3,53,144995
987,Hooligans,(2005),7.5,55,134742
988,Batman Begins,(2005),8.2,70,1211988
989,V for Vendetta,(2005),8.2,62,963538
990,Sin City,(2005),8.0,74,719406
991,Star Wars: Episode III - Revenge of the Sith,(2005),7.5,68,649573
992,Harry Potter and the Goblet of Fire,(2005),7.7,81,497079
993,Mr. & Mrs. Smith,(2005),6.5,55,422662
994,Charlie and the Chocolate Factory,(2005),6.6,72,395053
995,War of the Worlds,(2005),6.5,73,391982
996,King Kong,(2005),7.2,81,371191
997,The 40 Year Old Virgin,(2005),7.1,73,369616
998,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",(2005),6.9,75,343981
999,Madagascar,(2005),6.9,57,338211
1000,Wedding Crashers,(2005),6.9,64,317304
1001,Brokeback Mountain,(2005),7.7,87,303284
1002,Fantastic Four,(I) (2005),5.7,40,299708
1003,The Island,(2005),6.8,50,289929
1004,Constantine,(2005),7.0,50,283461
1005,Hitch,(I) (2005),6.6,58,280790
1006,Lord of War,(2005),7.6,62,280328
1007,Serenity,(2005),7.8,74,272506
1008,Kingdom of Heaven,(2005),7.2,63,252785
1009,Pride & Prejudice,(2005),7.8,82,233745
1010,Corpse Bride,(2005),7.3,83,226113
1011,Saw II,(2005),6.6,40,220058
1012,Walk the Line,(2005),7.8,72,215500
1013,A History of Violence,(2005),7.4,81,212831
1014,Thank You for Smoking,(2005),7.6,71,207047
1015,Kiss Kiss Bang Bang,(2005),7.5,72,204342
1016,Munich,(2005),7.5,74,200432
1017,Match Point,(2005),7.6,72,193466
1018,The Descent,(2005),7.2,71,187143
1019,Transporter 2,(2005),6.3,56,181903
1020,The Hitchhiker's Guide to the Galaxy,(2005),6.7,63,178963
1021,Cinderella Man,(2005),8.0,69,167838
1022,Jarhead,(2005),7.0,58,163374
1023,Hostel,(2005),5.9,55,160684
1024,The Longest Yard,(2005),6.4,48,152334
1025,Hard Candy,(2005),7.1,58,147950
1026,Flightplan,(2005),6.3,53,144995
1027,Hooligans,(2005),7.5,55,134742
1028,Batman Begins,(2005),8.2,70,1211988
1029,V for Vendetta,(2005),8.2,62,963538
1030,Sin City,(2005),8.0,74,719406
1031,Star Wars: Episode III - Revenge of the Sith,(2005),7.5,68,649573
1032,Harry Potter and the Goblet of Fire,(2005),7.7,81,497079
1033,Mr. & Mrs. Smith,(2005),6.5,55,422662
1034,Charlie and the Chocolate Factory,(2005),6.6,72,395053
1035,War of the Worlds,(2005),6.5,73,391982
1036,King Kong,(2005),7.2,81,371191
1037,The 40 Year Old Virgin,(2005),7.1,73,369616
1038,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",(2005),6.9,75,343981
1039,Madagascar,(2005),6.9,57,338211
1040,Wedding Crashers,(2005),6.9,64,317304
1041,Brokeback Mountain,(2005),7.7,87,303284
1042,Fantastic Four,(I) (2005),5.7,40,299708
1043,The Island,(2005),6.8,50,289929
1044,Constantine,(2005),7.0,50,283461
1045,Hitch,(I) (2005),6.6,58,280790
1046,Lord of War,(2005),7.6,62,280328
1047,Serenity,(2005),7.8,74,272506
1048,Kingdom of Heaven,(2005),7.2,63,252785
1049,Pride & Prejudice,(2005),7.8,82,233745
1050,Corpse Bride,(2005),7.3,83,226113
1051,Saw II,(2005),6.6,40,220058
1052,Walk the Line,(2005),7.8,72,215500
1053,A History of Violence,(2005),7.4,81,212831
1054,Thank You for Smoking,(2005),7.6,71,207047
1055,Kiss Kiss Bang Bang,(2005),7.5,72,204342
1056,Munich,(2005),7.5,74,200432
1057,Match Point,(2005),7.6,72,193466
1058,The Descent,(2005),7.2,71,187143
1059,Transporter 2,(2005),6.3,56,181903
1060,The Hitchhiker's Guide to the Galaxy,(2005),6.7,63,178963
1061,Cinderella Man,(2005),8.0,69,167838
1062,Jarhead,(2005),7.0,58,163374
1063,Hostel,(2005),5.9,55,160684
1064,The Longest Yard,(2005),6.4,48,152334
1065,Hard Candy,(2005),7.1,58,147950
1066,Flightplan,(2005),6.3,53,144995
1067,Hooligans,(2005),7.5,55,134742
1068,Batman Begins,(2005),8.2,70,1211988
1069,V for Vendetta,(2005),8.2,62,963538
1070,Sin City,(2005),8.0,74,719406
1071,Star Wars: Episode III - Revenge of the Sith,(2005),7.5,68,649573
1072,Harry Potter and the Goblet of Fire,(2005),7.7,81,497079
1073,Mr. & Mrs. Smith,(2005),6.5,55,422662
1074,Charlie and the Chocolate Factory,(2005),6.6,72,395053
1075,War of the Worlds,(2005),6.5,73,391982
1076,King Kong,(2005),7.2,81,371191
1077,The 40 Year Old Virgin,(2005),7.1,73,369616
1078,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",(2005),6.9,75,343981
1079,Madagascar,(2005),6.9,57,338211
1080,Wedding Crashers,(2005),6.9,64,317304
1081,Brokeback Mountain,(2005),7.7,87,303284
1082,Fantastic Four,(I) (2005),5.7,40,299708
1083,The Island,(2005),6.8,50,289929
1084,Constantine,(2005),7.0,50,283461
1085,Hitch,(I) (2005),6.6,58,280790
1086,Lord of War,(2005),7.6,62,280328
1087,Serenity,(2005),7.8,74,272506
1088,Kingdom of Heaven,(2005),7.2,63,252785
1089,Pride & Prejudice,(2005),7.8,82,233745
1090,Corpse Bride,(2005),7.3,83,226113
1091,Saw II,(2005),6.6,40,220058
1092,Walk the Line,(2005),7.8,72,215500
1093,A History of Violence,(2005),7.4,81,212831
1094,Thank You for Smoking,(2005),7.6,71,207047
1095,Kiss Kiss Bang Bang,(2005),7.5,72,204342
1096,Munich,(2005),7.5,74,200432
1097,Match Point,(2005),7.6,72,193466
1098,The Descent,(2005),7.2,71,187143
1099,Transporter 2,(2005),6.3,56,181903
1100,The Hitchhiker's Guide to the Galaxy,(2005),6.7,63,178963
1101,Cinderella Man,(2005),8.0,69,167838
1102,Jarhead,(2005),7.0,58,163374
1103,Hostel,(2005),5.9,55,160684
1104,The Longest Yard,(2005),6.4,48,152334
1105,Hard Candy,(2005),7.1,58,147950
1106,Flightplan,(2005),6.3,53,144995
1107,Hooligans,(2005),7.5,55,134742
1108,The Departed,(2006),8.5,85,1093320
1109,The Prestige,(2006),8.5,66,1083967
1110,300,(2006),7.7,52,699025
1111,Pirates of the Caribbean: Dead Man's Chest,(2006),7.3,53,619687
1112,Pan's Labyrinth,(2006),8.2,98,579539
1113,Casino Royale,(2006),8.0,80,544804
1114,Blood Diamond,(2006),8.0,64,468066
1115,X-Men: The Last Stand,(2006),6.7,58,459356
1116,Children of Men,(2006),7.9,84,434041
1117,Little Miss Sunshine,(2006),7.8,80,414014
1118,The Pursuit of Happyness,(2006),8.0,64,411429
1119,The Da Vinci Code,(2006),6.6,46,376591
1120,The Devil Wears Prada,(2006),6.9,62,344660
1121,The Illusionist,(2006),7.6,68,339280
1122,Cars,(2006),7.1,73,336282
1123,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,(2006),7.3,89,335495
1124,The Lives of Others,(2006),8.4,89,328393
1125,Inside Man,(2006),7.6,76,316823
1126,Mission: Impossible III,(2006),6.9,66,310505
1127,Night at the Museum,(2006),6.4,48,291261
1128,Lucky Number Slevin,(2006),7.7,53,289885
1129,Click,(2006),6.4,45,287079
1130,Deja Vu,(2006),7.0,59,278903
1131,Babel,(I) (2006),7.4,69,275607
1132,Apocalypto,(2006),7.8,68,273262
1133,Superman Returns,(2006),6.0,72,262031
1134,Ice Age: The Meltdown,(2006),6.8,58,238700
1135,Crank,(2006),6.9,57,223859
1136,The Fast and the Furious: Tokyo Drift,(2006),6.0,45,223394
1137,The Holiday,(2006),6.9,52,222923
1138,Perfume: The Story of a Murderer,(2006),7.5,56,222007
1139,The Fountain,(2006),7.2,51,218066
1140,Stranger Than Fiction,(2006),7.6,67,209050
1141,Silent Hill,(2006),6.5,31,204399
1142,Rocky Balboa,(2006),7.1,63,192884
1143,Underworld: Evolution,(2006),6.7,36,181670
1144,Saw III,(2006),6.2,48,168171
1145,The Last King of Scotland,(2006),7.7,74,166986
1146,Happy Feet,(2006),6.4,77,159552
1147,Talladega Nights: The Ballad of Ricky Bobby,(2006),6.6,66,156266
1148,The Hills Have Eyes,(2006),6.4,52,150482
1149,Over the Hedge,(2006),6.7,67,149584
1150,Letters from Iwo Jima,(2006),7.9,89,147395
1151,She's the Man,(2006),6.3,45,138508
1152,Idiocracy,(2006),6.6,66,134231
1153,The Departed,(2006),8.5,85,1093320
1154,The Prestige,(2006),8.5,66,1083967
1155,300,(2006),7.7,52,699025
1156,Pirates of the Caribbean: Dead Man's Chest,(2006),7.3,53,619687
1157,Pan's Labyrinth,(2006),8.2,98,579539
1158,Casino Royale,(2006),8.0,80,544804
1159,Blood Diamond,(2006),8.0,64,468066
1160,X-Men: The Last Stand,(2006),6.7,58,459356
1161,Children of Men,(2006),7.9,84,434041
